得意先コード,支店コード,カード車番,日付,再発行番号,給油所コード,給油所名,商品コード,商品名,税区分,数量,単価,金額,伝票番号,伝票番号枝番,給油担当者,入力車番,給油時間,支店コード,お客様コード,レシートＳＳコード,請求書表示給油所名,給油所名（ｶﾅ）,レシート商品コード,Ｌ２コード,Ｌ３コード,税抜き単価,税抜き金額,軽油引取税,消費税,消費税率,会員情報,給油形態区分,得意先名称,Ｌ２名称,Ｌ３名称,カード区分,種別,請求書出力用備考,予備
1101041484,000,3017,20250515,02,18511,軽井沢,4410,軽　油　　　　　　　,3,      72.00,     122.90,      8849.00,07465,01,00000,3017,1729,000,35068501484,018511,軽井沢　　,ｶﾙｲｻﾞﾜ              ,003100000,00000,00000,      90.80,         6538,         2311,          654,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250515,02,18511,軽井沢,4410,軽　油　　　　　　　,3,     140.01,     122.90,     17207.00,07465,01,00000,3017,1729,000,35068501484,018511,軽井沢　　,ｶﾙｲｻﾞﾜ              ,003100000,00000,00000,      90.80,        12713,         4494,         1271,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250516,02,11659,加　須,4410,軽　油　　　　　　　,3,     107.00,     122.90,     13150.00,12605,01,07692,3017,2224,000,35068501484,349288,加　須　　,ｶｿﾞCS               ,003100000,00000,00000,      90.80,         9715,         3435,          972,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250518,02,11659,加　須,4410,軽　油　　　　　　　,3,     212.00,     122.90,     26055.00,13569,01,07692,3017,2159,000,35068501484,349288,加　須　　,ｶｿﾞCS               ,003100000,00000,00000,      90.80,        19250,         6805,         1925,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250519,02,18511,軽井沢,4410,軽　油　　　　　　　,3,     104.20,     122.90,     12806.00,00026,01,00000,3017,1738,000,35068501484,018511,軽井沢　　,ｶﾙｲｻﾞﾜ              ,003100000,00000,00000,      90.80,         9461,         3345,          946,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250519,02,18511,軽井沢,4410,軽　油　　　　　　　,3,     106.80,     122.90,     13126.00,00026,01,00000,3017,1738,000,35068501484,018511,軽井沢　　,ｶﾙｲｻﾞﾜ              ,003100000,00000,00000,      90.80,         9698,         3428,          970,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250520,02,11659,加　須,4410,軽　油　　　　　　　,3,     107.00,     122.90,     13150.00,14363,01,07295,3017,2152,000,35068501484,349288,加　須　　,ｶｿﾞCS               ,003100000,00000,00000,      90.80,         9715,         3435,          972,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250522,02,18511,軽井沢,4410,軽　油　　　　　　　,3,     132.00,     122.90,     16223.00,00450,01,00000,3017,1713,000,35068501484,018511,軽井沢　　,ｶﾙｲｻﾞﾜ              ,003100000,00000,00000,      90.80,        11986,         4237,         1199,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250522,02,18511,軽井沢,4410,軽　油　　　　　　　,3,      74.00,     122.90,      9095.00,00450,01,00000,3017,1713,000,35068501484,018511,軽井沢　　,ｶﾙｲｻﾞﾜ              ,003100000,00000,00000,      90.80,         6720,         2375,          672,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
1101041484,000,3017,20250523,02,11659,加　須,4410,軽　油　　　　　　　,3,     118.00,     122.90,     14502.00,15587,01,07692,3017,2206,000,35068501484,349288,加　須　　,ｶｿﾞCS               ,003100000,00000,00000,      90.80,        10714,         3788,         1071,10,="91010414842301702   ",0,㈱関東隆商運輸　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,54,0,　　　　　　　　　　　　　　　　　　　　,                                        
